date,traffic
2020-01-01,98.07737015411311
2020-01-02,99.59266860301543
2020-01-03,108.93114084083213
2020-01-04,97.82702825618233
2020-01-05,107.73239375407957
2020-01-06,102.53796205204009
2020-01-07,92.39378076126559
2020-01-08,101.39717814393802
2020-01-09,98.16554445271973
2020-01-10,108.92864873753052
2020-01-11,99.9249907829033
2020-01-12,104.6139171450656
2020-01-13,105.69991878454519
2020-01-14,94.74241875737164
2020-01-15,99.13052908359231
2020-01-16,100.4486009865289
2020-01-17,93.79382297753996
2020-01-18,106.78515108129633
2020-01-19,103.63209503355834
2020-01-20,98.16199439771673
2020-01-21,98.87436852232274
2020-01-22,98.37573836276495
2020-01-23,101.74413560626208
2020-01-24,108.73381500632418
2020-01-25,102.81238454534216
2020-01-26,104.23867696787035
2020-01-27,97.80072417105804
2020-01-28,99.09396231298521
2020-01-29,95.62642636718591
2020-01-30,98.41525443928928
2020-01-31,101.15656267441786
2020-02-01,100.77779593807388
2020-02-02,104.88089621048577
2020-02-03,104.09230777150277
2020-02-04,101.05411219496997
2020-02-05,101.91720860350871
2020-02-06,103.47367812617365
2020-02-07,104.42095388722186
2020-02-08,103.10243370136673
2020-02-09,104.19079810451696
2020-02-10,108.69182346920358
2020-02-11,99.87799112839171
2020-02-12,97.01082075551585
2020-02-13,101.67098369164714
2020-02-14,92.7156493526553
2020-02-15,93.28966390264723
2020-02-16,109.39924934058146
2020-02-17,98.30661047819127
2020-02-18,93.50095670346941
2020-02-19,94.85272239364139
2020-02-20,107.43353106128862
2020-02-21,98.17003307580603
2020-02-22,90.16035522082296
2020-02-23,100.97610052163132
2020-02-24,100.13840287762137
2020-02-25,92.69621688954126
2020-02-26,107.04920159919813
2020-02-27,103.30945931907951
2020-02-28,102.51342024251883
2020-02-29,92.17886593520019
2020-03-01,97.65105225864683
2020-03-02,100.42672474398191
2020-03-03,98.48681007431806
2020-03-04,106.95493316764733
2020-03-05,101.61997120022285
2020-03-06,98.410390783835
2020-03-07,105.76756597674033
2020-03-08,104.53466151902373
2020-03-09,103.0226699976325
2020-03-10,96.85140131156142
2020-03-11,97.18587399635418
2020-03-12,99.90596801331652
2020-03-13,99.79919742306168
2020-03-14,94.23264615361323
2020-03-15,97.03295748775423
2020-03-16,112.01477583148947
2020-03-17,97.06434937177734
2020-03-18,102.13475863463198
2020-03-19,103.30510454326841
2020-03-20,90.65404921947183
2020-03-21,96.1320470006188
2020-03-22,104.9089558499318
2020-03-23,103.42088752019447
2020-03-24,105.09286535397456
2020-03-25,104.76735193784916
2020-03-26,108.0138325254856
2020-03-27,98.60792696808528
2020-03-28,106.48551882875773
2020-03-29,108.51473877881098
2020-03-30,101.16973505798067
2020-03-31,99.73857187504976
2020-04-01,105.91774603537448
2020-04-02,96.58532110734276
2020-04-03,94.94910927036308
2020-04-04,98.6874442059838
2020-04-05,101.69096074511044
2020-04-06,99.7824644909884
2020-04-07,100.80139020790581
2020-04-08,91.52921426522211
2020-04-09,105.05569081656941
2020-04-10,98.90700337657653
2020-04-11,96.13741424498494
2020-04-12,101.10450748416771
2020-04-13,103.48447832586885
2020-04-14,98.07804096678511
2020-04-15,110.23818452417437
2020-04-16,101.18950712219207
2020-04-17,99.46124023447712
2020-04-18,97.14087177443731
2020-04-19,97.6432920026317
2020-04-20,101.64449838846652
2020-04-21,93.73076995731957
2020-04-22,92.08087476070634
2020-04-23,99.85622008656291
2020-04-24,96.57608258777614
2020-04-25,101.0244361723695
2020-04-26,99.32791565062233
2020-04-27,97.44687573727833
2020-04-28,105.3283745857131
2020-04-29,102.85533815313713
2020-04-30,94.9628977212355
2020-05-01,103.79116374652826
2020-05-02,97.70362843389444
2020-05-03,95.61398233662462
2020-05-04,101.0599982786957
2020-05-05,103.07327769641228
2020-05-06,96.74620208437253
2020-05-07,97.76044215197605
2020-05-08,107.9668903812566
2020-05-09,100.60503106728862
2020-05-10,99.02817210681917
2020-05-11,101.67855186822871
2020-05-12,95.76830856291329
2020-05-13,92.75458855410996
2020-05-14,105.07914328148428
2020-05-15,103.30751031412088
2020-05-16,111.84369033233801
2020-05-17,104.57725837477898
2020-05-18,98.69581173355596
2020-05-19,100.26427886831051
2020-05-20,109.66457394411152
2020-05-21,98.41149564960597
2020-05-22,97.84676383962214
2020-05-23,97.57785156749817
2020-05-24,103.26409195944537
2020-05-25,97.2807891335722
2020-05-26,100.98552670452511
2020-05-27,102.14177479344363
2020-05-28,95.16988266162204
2020-05-29,102.3404238332543
2020-05-30,102.84045012255767
2020-05-31,97.71521594000185
2020-06-01,94.54356832049059
2020-06-02,107.36845243218589
2020-06-03,102.95733460039462
2020-06-04,93.89058615059541
2020-06-05,103.13580656860312
2020-06-06,95.06442258691354
2020-06-07,96.094908142381
2020-06-08,92.33592566402933
2020-06-09,100.5628581466434
2020-06-10,98.01333355767967
2020-06-11,100.3973975980763
2020-06-12,98.65976660715826
2020-06-13,106.58935683096654
2020-06-14,97.24560427046987
2020-06-15,101.54449358672348
2020-06-16,100.35138238337814
2020-06-17,99.40208115430916
2020-06-18,106.67571852726036
2020-06-19,100.10409327198782
2020-06-20,98.49591175626068
2020-06-21,99.34929050862466
2020-06-22,101.3080591933625
2020-06-23,101.14533497166325
2020-06-24,96.97547651645888
2020-06-25,100.37603405824494
2020-06-26,94.43734288169652
2020-06-27,103.8166626860326
2020-06-28,103.37213161583495
2020-06-29,96.29954520547885
2020-06-30,99.21922465857048
2020-07-01,102.18312964563378
