date,traffic
2020-01-01,96.88330286829346
2020-01-02,97.44522335925704
2020-01-03,101.28321433193504
2020-01-04,101.37690635800617
2020-01-05,96.89852717965817
2020-01-06,98.32188915640323
2020-01-07,100.88899564731834
2020-01-08,99.7977295034068
2020-01-09,97.53021334728417
2020-01-10,102.68242755526428
2020-01-11,102.6762612304011
2020-01-12,106.63044881755988
2020-01-13,102.02945104236021
2020-01-14,93.61601262282232
2020-01-15,107.40107718872834
2020-01-16,96.47475861603202
2020-01-17,95.35506967908711
2020-01-18,99.28378490414669
2020-01-19,101.08117670733787
2020-01-20,100.11438571244156
2020-01-21,104.84508497999364
2020-01-22,97.05207775777372
2020-01-23,102.0450215289098
2020-01-24,91.62954159268128
2020-01-25,98.39464318991678
2020-01-26,95.86684792127569
2020-01-27,98.2334095824698
2020-01-28,101.77901318285163
2020-01-29,97.08042472836799
2020-01-30,103.81437939813011
2020-01-31,103.06761082865029
2020-02-01,98.97053541377116
2020-02-02,104.1862707315822
2020-02-03,107.58078840924392
2020-02-04,103.68701064121267
2020-02-05,102.23385972303147
2020-02-06,98.85934651397932
2020-02-07,105.56764323196182
2020-02-08,99.11969374780817
2020-02-09,93.79218511358069
2020-02-10,92.63998032597574
2020-02-11,100.34323329673208
2020-02-12,93.15901913535508
2020-02-13,96.33271641731139
2020-02-14,94.79662707692296
2020-02-15,95.67473647714364
2020-02-16,101.5782042555662
2020-02-17,96.05869607438902
2020-02-18,95.41485644988013
2020-02-19,97.58464659258613
2020-02-20,99.12018978093198
2020-02-21,97.40957832749127
2020-02-22,106.54284805541053
2020-02-23,99.48094959815022
2020-02-24,99.37423220201244
2020-02-25,94.5783326912109
2020-02-26,96.24540825728249
2020-02-27,93.79646103773183
2020-02-28,98.06734558486089
2020-02-29,106.81132857095234
2020-03-01,97.79384323411062
2020-03-02,106.20404562413735
2020-03-03,100.967770267292
2020-03-04,103.82829238520112
2020-03-05,105.57929585915304
2020-03-06,95.66676368456477
2020-03-07,98.36910971137205
2020-03-08,88.61137708264292
2020-03-09,99.22088776133171
2020-03-10,95.77981283370514
2020-03-11,97.71773627867206
2020-03-12,103.75295652804365
2020-03-13,95.69178123400293
2020-03-14,95.04396064622986
2020-03-15,97.23208831842491
2020-03-16,102.43459347470194
2020-03-17,100.9341471375315
2020-03-18,102.9116831766144
2020-03-19,93.87759841782946
2020-03-20,106.98497453003236
2020-03-21,93.88053083051757
2020-03-22,103.40820621165048
2020-03-23,99.11883380613743
2020-03-24,104.13493761420685
2020-03-25,91.41776214083569
2020-03-26,100.88089236197263
2020-03-27,101.95910643754819
2020-03-28,102.93127114978459
2020-03-29,105.75958763832301
2020-03-30,106.18620840422643
2020-03-31,99.37813016134662
2020-04-01,100.13801241204762
2020-04-02,98.70054070722077
2020-04-03,95.76949610816682
2020-04-04,89.82503081883875
2020-04-05,102.12352270505497
2020-04-06,98.95406735236745
2020-04-07,96.82535290011003
2020-04-08,99.59778775290263
2020-04-09,99.71539518559744
2020-04-10,100.36627788293598
2020-04-11,103.04584958346916
2020-04-12,89.92757163747977
2020-04-13,95.02037112304028
2020-04-14,95.70199288103325
2020-04-15,105.63843957132939
2020-04-16,101.38588357335561
2020-04-17,103.97954347838692
2020-04-18,102.44171548784462
2020-04-19,95.52366322086877
2020-04-20,98.72066038486582
2020-04-21,103.67305171477068
2020-04-22,109.04811372527044
2020-04-23,106.22532791424214
2020-04-24,102.2718467948375
2020-04-25,103.06182949978668
2020-04-26,103.29946802850917
2020-04-27,107.4986440824057
2020-04-28,99.97473976206595
2020-04-29,97.6906215533436
2020-04-30,92.2977924014245
2020-05-01,94.89145058991716
2020-05-02,103.15586764570702
2020-05-03,98.14604769219824
2020-05-04,97.75964722868986
2020-05-05,113.63690648926804
2020-05-06,92.19118987827632
2020-05-07,106.09914351113473
2020-05-08,103.13025131046392
2020-05-09,107.03096896134035
2020-05-10,98.99532815579742
2020-05-11,102.60688787322985
2020-05-12,102.85751484781395
2020-05-13,98.79788332593228
2020-05-14,105.65793230858412
2020-05-15,94.69452781184165
2020-05-16,104.31949713168041
2020-05-17,102.29552006798097
2020-05-18,105.04543982902959
