date,traffic
2020-01-01,104.31045935375573
2020-01-02,108.24779779840247
2020-01-03,101.29593554354818
2020-01-04,93.24707688201961
2020-01-05,90.56569718156014
2020-01-06,99.62948997278367
2020-01-07,88.79375698619002
2020-01-08,101.19298237753102
2020-01-09,100.39431933845381
2020-01-10,96.37605104743317
2020-01-11,98.16399824622535
2020-01-12,101.80543557835799
2020-01-13,96.31030041113533
2020-01-14,101.62406873374235
2020-01-15,101.2594041270839
2020-01-16,104.31401682016751
2020-01-17,95.10751114209174
2020-01-18,98.46645567537675
2020-01-19,110.85800690028535
2020-01-20,102.18318254410725
2020-01-21,98.7114298459652
2020-01-22,103.37002897049149
2020-01-23,105.62213591202296
2020-01-24,106.55022762400307
2020-01-25,105.07110318865095
2020-01-26,101.8774044889084
2020-01-27,101.96407522635559
2020-01-28,95.00031344220646
2020-01-29,102.10991544584765
2020-01-30,88.6287753702487
2020-01-31,97.61445592292291
2020-02-01,93.8871647585306
2020-02-02,97.53675197112632
2020-02-03,98.67782710775464
2020-02-04,101.10707870142181
2020-02-05,99.23051120517556
2020-02-06,100.34626064322417
2020-02-07,107.22953001394609
2020-02-08,101.96352302886713
2020-02-09,99.72139263537406
2020-02-10,104.05556832960012
2020-02-11,92.59398595882129
2020-02-12,102.56308511109346
2020-02-13,106.72725605377676
2020-02-14,113.52386816685107
2020-02-15,99.55138746495469
2020-02-16,104.60357504690643
2020-02-17,99.16477483931158
2020-02-18,100.56233637894572
2020-02-19,94.45609549619633
2020-02-20,99.53320838831144
2020-02-21,105.45887153005903
2020-02-22,92.57648490953537
2020-02-23,104.21344399462649
2020-02-24,96.77082700589592
2020-02-25,104.94367921371345
2020-02-26,97.95274870065568
2020-02-27,98.41005816059905
2020-02-28,99.2658182734333
2020-02-29,97.14557402574296
2020-03-01,101.72226982407264
2020-03-02,99.46502042410337
2020-03-03,99.67500669634893
2020-03-04,99.78324391344417
2020-03-05,97.92446710652091
2020-03-06,103.99893419502767
2020-03-07,103.09190267399414
2020-03-08,104.56918303345056
2020-03-09,95.26288630072014
2020-03-10,101.11101287483355
2020-03-11,89.04384848718877
2020-03-12,108.77429051687979
2020-03-13,108.28976299168883
2020-03-14,99.60327836054863
2020-03-15,103.28737054477583
2020-03-16,95.16097239636174
2020-03-17,100.6423483389138
2020-03-18,96.70358418162559
2020-03-19,102.42785214000892
2020-03-20,107.25778077541153
2020-03-21,100.99577233019309
2020-03-22,99.0068128474449
2020-03-23,91.39358407114368
2020-03-24,97.12478671027553
2020-03-25,92.38248741238685
2020-03-26,94.82393524280728
2020-03-27,98.40570328059162
2020-03-28,103.28542500536315
